customer_id,transaction_date,purchase_amount,true_segment
CUST_00009,2023-03-26,109.96,low
CUST_00009,2023-05-06,46.0,low
CUST_00010,2023-12-20,2084.15,high
CUST_00010,2024-02-20,157.31,high
CUST_00010,2024-03-11,175.13,high
CUST_00011,2023-11-01,31.43,low
CUST_00012,2023-11-28,9.57,low
CUST_00012,2024-01-16,18.27,low
CUST_00013,2022-09-02,479.86,medium
CUST_00013,2022-09-03,62.67,medium
CUST_00013,2022-09-14,189.39,medium
CUST_00013,2022-10-18,294.63,medium
CUST_00013,2022-10-27,93.09,medium
CUST_00013,2022-11-20,71.25,medium
CUST_00013,2022-12-13,72.44,medium
CUST_00013,2023-02-04,108.09,medium
CUST_00013,2023-03-02,83.78,medium
CUST_00013,2023-05-07,90.25,medium
CUST_00013,2023-06-30,30.36,medium
CUST_00014,2024-03-11,262.5,high
CUST_00015,2022-07-28,127.26,high
CUST_00015,2022-08-27,308.96,high
CUST_00015,2022-09-02,259.41,high
CUST_00015,2022-09-27,215.28,high
CUST_00015,2022-10-05,866.6,high
CUST_00015,2022-10-22,336.08,high
CUST_00015,2022-11-19,535.82,high
CUST_00015,2022-11-24,481.52,high
CUST_00015,2022-12-01,622.47,high
CUST_00015,2022-12-06,166.1,high
CUST_00015,2022-12-19,317.66,high
CUST_00015,2023-01-03,304.93,high
CUST_00015,2023-01-11,186.15,high
CUST_00015,2023-01-17,89.21,high
CUST_00015,2023-02-13,619.32,high
CUST_00015,2023-02-19,745.73,high
CUST_00015,2023-02-22,311.96,high
CUST_00015,2023-02-26,81.56,high
CUST_00015,2023-03-16,263.68,high
CUST_00015,2023-03-18,165.22,high
CUST_00015,2023-04-16,398.88,high
CUST_00015,2023-05-03,206.45,high
CUST_00015,2023-05-10,266.46,high
CUST_00015,2023-05-24,1037.16,high
CUST_00015,2023-05-25,465.43,high
CUST_00015,2023-06-02,2031.06,high
CUST_00015,2023-06-16,97.8,high
CUST_00015,2023-06-17,346.86,high
CUST_00015,2023-09-24,321.48,high
CUST_00015,2023-11-17,107.88,high
CUST_00015,2023-12-06,184.5,high
CUST_00015,2024-01-02,104.44,high
CUST_00015,2024-01-11,199.3,high
CUST_00015,2024-02-24,273.77,high
CUST_00015,2024-02-27,238.42,high
CUST_00015,2024-03-26,283.15,high
CUST_00016,2023-12-28,51.91,medium
CUST_00016,2024-01-13,322.77,medium
CUST_00016,2024-01-29,106.56,medium
CUST_00016,2024-03-28,69.74,medium
CUST_00017,2022-10-06,67.29,low
CUST_00017,2022-10-07,301.58,low
CUST_00017,2022-10-21,28.5,low
CUST_00017,2024-02-17,28.84,low
CUST_00017,2024-03-10,43.32,low
CUST_00019,2023-03-26,62.25,medium
CUST_00019,2023-04-28,629.5,medium
CUST_00019,2023-06-15,89.82,medium
CUST_00019,2023-06-22,193.91,medium
CUST_00019,2023-08-11,692.7,medium
CUST_00019,2023-08-19,409.24,medium
CUST_00019,2023-10-23,418.51,medium
CUST_00019,2023-10-26,80.41,medium
CUST_00019,2023-11-08,131.67,medium
CUST_00019,2023-11-15,94.01,medium
CUST_00019,2023-11-23,192.98,medium
CUST_00019,2023-12-30,173.75,medium
CUST_00019,2024-01-07,219.22,medium
CUST_00019,2024-01-19,22.91,medium
CUST_00019,2024-01-30,80.15,medium
CUST_00019,2024-03-13,1489.7,medium
CUST_00020,2024-03-25,16.02,low
CUST_00021,2022-11-04,149.11,high
CUST_00021,2022-11-10,18.19,high
CUST_00021,2022-11-12,53.22,high
CUST_00021,2022-11-12,75.52,high
CUST_00021,2022-11-17,129.09,high
CUST_00021,2022-11-29,45.23,high
CUST_00021,2022-12-01,100.99,high
CUST_00021,2022-12-04,390.39,high
CUST_00021,2022-12-14,176.53,high
CUST_00021,2022-12-29,112.54,high
CUST_00021,2023-02-04,212.59,high
CUST_00021,2023-02-06,39.79,high
CUST_00021,2023-02-12,136.75,high
CUST_00021,2023-02-14,107.22,high
CUST_00021,2023-04-12,47.84,high
CUST_00021,2023-06-29,74.92,high
CUST_00021,2023-07-06,848.09,high
CUST_00021,2023-08-07,134.85,high
CUST_00021,2023-09-03,63.19,high
CUST_00021,2023-11-27,36.74,high
CUST_00021,2023-12-18,80.09,high
CUST_00021,2023-12-19,117.66,high
CUST_00021,2023-12-23,104.76,high
CUST_00021,2024-01-09,49.32,high
CUST_00021,2024-02-13,256.28,high
CUST_00021,2024-03-15,385.85,high
CUST_00022,2024-01-30,47.27,medium
CUST_00023,2022-11-23,13.03,medium
CUST_00023,2022-12-09,74.76,medium
CUST_00023,2023-01-20,64.87,medium
CUST_00023,2023-02-06,56.16,medium
CUST_00023,2023-02-11,65.13,medium
CUST_00023,2023-03-17,79.44,medium
CUST_00023,2023-04-14,20.59,medium
CUST_00023,2023-04-15,63.32,medium
CUST_00023,2023-04-25,58.44,medium
CUST_00023,2023-05-17,21.93,medium
CUST_00023,2023-05-31,40.49,medium
CUST_00023,2023-08-27,42.83,medium
CUST_00023,2023-11-09,50.89,medium
CUST_00023,2023-11-20,47.03,medium
CUST_00023,2024-01-08,14.82,medium
CUST_00023,2024-02-05,69.29,medium
CUST_00023,2024-02-13,93.31,medium
CUST_00024,2023-03-30,713.1,medium
CUST_00024,2023-04-05,22.09,medium
CUST_00026,2023-08-02,393.31,high
CUST_00026,2023-10-11,131.34,high
CUST_00026,2023-12-17,337.93,high
CUST_00026,2024-01-26,2465.12,high
CUST_00027,2023-09-19,38.03,low
CUST_00027,2023-10-05,16.21,low
CUST_00028,2022-09-12,36.79,low
CUST_00028,2022-10-07,34.96,low
CUST_00028,2022-12-06,32.84,low
CUST_00028,2022-12-08,81.41,low
CUST_00028,2022-12-12,54.54,low
CUST_00028,2022-12-16,25.24,low
CUST_00028,2023-01-21,248.09,low
CUST_00029,2023-06-30,335.41,high
CUST_00029,2023-07-09,413.54,high
CUST_00029,2023-07-20,302.51,high
CUST_00029,2023-07-30,109.9,high
CUST_00029,2023-10-16,653.21,high
CUST_00029,2023-10-20,475.79,high
CUST_00029,2023-12-01,119.22,high
CUST_00029,2024-01-21,376.32,high
CUST_00029,2024-03-23,220.02,high
CUST_00031,2023-04-27,545.86,high
CUST_00031,2023-07-11,372.62,high
CUST_00031,2023-08-20,367.94,high
CUST_00031,2023-09-24,183.12,high
CUST_00031,2023-12-20,355.37,high
CUST_00031,2024-01-09,188.0,high
CUST_00031,2024-01-23,175.97,high
CUST_00032,2023-02-28,247.04,high
CUST_00032,2023-12-29,117.72,high
CUST_00032,2024-01-07,350.86,high
CUST_00033,2022-07-15,21.82,low
CUST_00035,2023-12-04,19.02,low
CUST_00035,2023-12-09,40.14,low
CUST_00036,2022-04-09,81.68,medium
CUST_00036,2022-05-07,55.03,medium
CUST_00036,2022-05-24,68.19,medium
CUST_00036,2022-06-18,53.35,medium
CUST_00036,2022-08-04,15.25,medium
CUST_00036,2022-08-11,65.74,medium
CUST_00036,2022-09-09,55.93,medium
CUST_00036,2022-10-27,41.67,medium
CUST_00036,2023-01-13,19.35,medium
CUST_00036,2023-02-13,31.98,medium
CUST_00036,2023-03-15,38.95,medium
CUST_00036,2023-03-26,110.46,medium
CUST_00039,2023-05-29,30.26,medium
CUST_00039,2023-07-24,23.29,medium
CUST_00039,2023-08-11,17.21,medium
CUST_00039,2023-10-20,7.85,medium
CUST_00039,2023-10-24,10.79,medium
CUST_00039,2023-11-01,42.84,medium
CUST_00039,2023-11-06,73.92,medium
CUST_00039,2023-12-04,38.5,medium
CUST_00039,2023-12-18,272.53,medium
CUST_00039,2023-12-18,14.09,medium
CUST_00039,2024-01-15,33.92,medium
CUST_00039,2024-01-20,11.02,medium
CUST_00039,2024-01-28,44.51,medium
CUST_00039,2024-02-28,46.6,medium
CUST_00039,2024-03-06,10.77,medium
CUST_00039,2024-03-19,23.57,medium
CUST_00039,2024-03-20,41.24,medium
CUST_00040,2023-02-25,307.9,high
CUST_00040,2023-03-09,763.18,high
CUST_00040,2023-04-24,155.02,high
CUST_00040,2023-04-25,758.97,high
CUST_00040,2023-05-18,356.32,high
CUST_00040,2023-06-25,30.59,high
CUST_00040,2023-07-14,366.06,high
CUST_00040,2023-07-23,249.57,high
CUST_00040,2023-08-04,316.04,high
CUST_00040,2023-11-15,254.38,high
CUST_00040,2023-11-16,773.86,high
CUST_00040,2024-01-19,367.28,high
CUST_00040,2024-01-21,257.91,high
CUST_00040,2024-01-23,293.59,high
CUST_00040,2024-03-02,304.24,high
CUST_00040,2024-03-15,1318.89,high
CUST_00043,2023-01-05,30.2,low
CUST_00043,2023-04-15,22.06,low
CUST_00043,2023-07-09,37.0,low
CUST_00043,2023-12-19,24.19,low
CUST_00044,2022-11-15,58.03,medium
CUST_00044,2023-01-03,34.95,medium
CUST_00044,2023-01-06,41.71,medium
CUST_00044,2023-02-04,103.65,medium
CUST_00044,2023-02-16,22.91,medium
CUST_00044,2023-02-20,130.28,medium
CUST_00044,2023-05-17,69.27,medium
CUST_00044,2023-05-31,117.25,medium
CUST_00044,2023-07-28,31.07,medium
CUST_00044,2023-08-23,47.01,medium
CUST_00044,2023-08-24,8.07,medium
CUST_00044,2023-09-01,30.63,medium
CUST_00044,2023-10-15,18.6,medium
CUST_00044,2023-11-03,40.41,medium
CUST_00044,2023-11-06,51.8,medium
CUST_00044,2024-01-05,100.52,medium
CUST_00044,2024-02-12,7.57,medium
CUST_00044,2024-02-20,47.32,medium
CUST_00044,2024-03-11,3.61,medium
CUST_00045,2023-12-07,22.9,low
CUST_00046,2023-10-21,122.21,medium
CUST_00046,2023-10-23,360.69,medium
CUST_00046,2023-11-06,438.49,medium
CUST_00046,2023-12-26,50.59,medium
CUST_00046,2024-02-15,207.71,medium
CUST_00047,2022-12-30,27.02,low
CUST_00048,2022-10-08,14.69,low
CUST_00048,2022-10-21,59.75,low
CUST_00049,2022-08-12,343.72,high
CUST_00049,2022-09-13,439.99,high
CUST_00049,2022-10-16,489.49,high
CUST_00049,2022-10-25,317.51,high
CUST_00049,2022-11-06,198.06,high
CUST_00049,2022-11-25,132.46,high
CUST_00049,2022-12-05,643.3,high
CUST_00049,2022-12-29,299.55,high
CUST_00049,2023-01-30,257.24,high
CUST_00049,2023-02-03,533.12,high
CUST_00049,2023-02-26,420.67,high
CUST_00049,2023-04-03,566.73,high
CUST_00049,2023-04-14,446.9,high
CUST_00049,2023-04-30,375.42,high
CUST_00049,2023-05-25,507.81,high
CUST_00049,2023-05-28,386.57,high
CUST_00049,2023-09-04,731.31,high
CUST_00049,2023-09-17,204.12,high
CUST_00049,2023-10-05,411.81,high
CUST_00049,2023-10-30,1238.54,high
CUST_00049,2023-10-31,676.29,high
CUST_00049,2023-12-11,389.92,high
CUST_00049,2023-12-23,322.9,high
CUST_00049,2024-01-06,488.95,high
CUST_00049,2024-01-10,232.06,high
CUST_00049,2024-02-01,391.76,high
CUST_00049,2024-02-14,502.83,high
CUST_00049,2024-02-23,864.09,high
CUST_00049,2024-02-25,341.85,high
CUST_00049,2024-03-06,710.54,high
CUST_00049,2024-03-22,958.18,high
CUST_00050,2023-06-27,38.02,low
CUST_00050,2023-10-19,5.0,low
CUST_00051,2022-12-20,34.66,low
CUST_00051,2023-02-27,119.69,low
CUST_00051,2024-01-06,22.85,low
CUST_00052,2024-02-15,214.35,low
CUST_00053,2023-12-30,141.16,low
CUST_00053,2024-01-16,19.34,low
CUST_00054,2022-04-02,31.02,low
CUST_00054,2022-05-27,42.98,low
CUST_00054,2023-10-23,19.07,low
CUST_00055,2023-08-31,117.72,low
CUST_00056,2024-01-18,3549.31,high
CUST_00056,2024-01-23,72.16,high
CUST_00056,2024-03-20,500.6,high
CUST_00057,2023-05-25,553.81,high
CUST_00058,2022-06-23,30.2,high
CUST_00058,2022-07-13,290.5,high
CUST_00058,2022-07-24,232.98,high
CUST_00058,2022-08-09,127.91,high
CUST_00058,2022-08-13,196.0,high
CUST_00058,2022-08-17,453.28,high
CUST_00058,2022-09-22,178.01,high
CUST_00058,2022-09-22,204.54,high
CUST_00058,2022-10-01,303.75,high
CUST_00058,2022-11-03,12.13,high
CUST_00058,2022-11-05,202.64,high
CUST_00058,2022-11-18,768.03,high
CUST_00058,2022-12-04,177.14,high
CUST_00058,2022-12-07,389.27,high
CUST_00058,2023-02-12,145.68,high
CUST_00058,2023-03-06,91.88,high
CUST_00058,2023-03-08,204.0,high
CUST_00058,2023-03-27,138.11,high
CUST_00058,2023-04-02,80.44,high
CUST_00058,2023-04-07,317.89,high
CUST_00058,2023-04-15,163.79,high
CUST_00058,2023-04-18,237.84,high
CUST_00058,2023-04-30,302.0,high
CUST_00058,2023-05-10,357.08,high
CUST_00058,2023-05-18,73.63,high
CUST_00058,2023-06-15,105.12,high
CUST_00058,2023-06-19,807.04,high
CUST_00058,2023-07-19,327.67,high
CUST_00058,2023-08-09,355.04,high
CUST_00058,2023-08-23,306.74,high
CUST_00058,2023-09-08,969.49,high
CUST_00058,2023-10-01,309.04,high
CUST_00058,2023-10-07,300.27,high
CUST_00058,2023-10-11,134.14,high
CUST_00058,2023-10-17,227.46,high
CUST_00058,2023-10-18,187.87,high
CUST_00058,2023-11-05,227.31,high
CUST_00058,2023-11-11,117.85,high
CUST_00058,2023-11-17,402.78,high
CUST_00058,2023-11-21,179.67,high
CUST_00058,2023-12-30,172.22,high
CUST_00058,2024-02-19,271.27,high
CUST_00058,2024-03-09,115.25,high
CUST_00058,2024-03-12,197.68,high
CUST_00058,2024-03-14,250.68,high
CUST_00058,2024-03-16,186.51,high
CUST_00059,2022-09-17,36.16,medium
CUST_00059,2023-03-31,63.17,medium
CUST_00059,2023-04-22,79.56,medium
CUST_00059,2023-05-06,20.69,medium
CUST_00060,2022-09-19,93.26,medium
CUST_00060,2022-10-11,53.95,medium
CUST_00060,2022-10-25,56.99,medium
CUST_00060,2022-12-01,91.2,medium
CUST_00060,2023-03-29,39.69,medium
CUST_00060,2023-05-03,132.1,medium
CUST_00060,2023-08-08,90.41,medium
CUST_00060,2023-08-13,92.13,medium
CUST_00060,2023-08-19,154.65,medium
CUST_00060,2023-08-26,175.16,medium
CUST_00060,2023-09-23,158.62,medium
CUST_00060,2023-10-10,104.78,medium
CUST_00060,2023-11-10,69.0,medium
CUST_00060,2023-12-07,64.12,medium
CUST_00060,2024-03-29,48.89,medium
CUST_00061,2022-12-25,61.22,medium
CUST_00061,2023-03-02,32.28,medium
CUST_00061,2023-04-23,53.76,medium
CUST_00061,2023-09-10,35.25,medium
CUST_00061,2024-02-18,73.57,medium
CUST_00062,2024-02-24,28.04,low
CUST_00063,2022-11-02,22.9,medium
CUST_00063,2022-11-15,64.28,medium
CUST_00063,2022-11-28,60.19,medium
CUST_00063,2022-12-25,206.5,medium
CUST_00063,2023-02-07,186.31,medium
CUST_00064,2022-02-26,52.07,medium
CUST_00064,2022-06-27,26.2,medium
CUST_00064,2022-09-06,37.11,medium
CUST_00064,2022-09-12,47.01,medium
CUST_00064,2022-10-09,365.86,medium
CUST_00064,2022-10-16,73.63,medium
CUST_00064,2023-01-22,103.09,medium
CUST_00064,2023-02-21,164.43,medium
CUST_00064,2023-04-06,78.97,medium
CUST_00064,2023-06-15,228.85,medium
CUST_00064,2023-07-12,66.96,medium
CUST_00064,2023-07-21,53.71,medium
CUST_00064,2023-08-22,46.03,medium
CUST_00064,2023-11-10,25.01,medium
CUST_00064,2023-11-11,137.17,medium
CUST_00064,2024-01-30,53.71,medium
CUST_00064,2024-02-04,33.49,medium
CUST_00064,2024-02-21,246.53,medium
CUST_00064,2024-02-22,69.24,medium
CUST_00066,2024-02-09,111.93,high
CUST_00066,2024-02-19,342.58,high
CUST_00066,2024-03-01,111.82,high
CUST_00066,2024-03-12,289.62,high
CUST_00066,2024-03-16,415.52,high
CUST_00066,2024-03-23,230.86,high
CUST_00067,2022-11-12,19.89,low
CUST_00068,2022-06-27,543.25,high
CUST_00068,2022-06-28,23.09,high
CUST_00068,2022-07-05,86.92,high
CUST_00068,2022-07-18,139.58,high
CUST_00068,2022-11-19,121.61,high
CUST_00068,2022-12-19,339.17,high
CUST_00068,2022-12-30,383.28,high
CUST_00068,2023-01-15,78.32,high
CUST_00068,2023-01-16,226.48,high
CUST_00068,2023-03-02,258.41,high
CUST_00068,2023-03-11,538.29,high
CUST_00068,2023-03-26,302.28,high
CUST_00068,2023-03-28,230.18,high
CUST_00068,2023-04-02,549.13,high
CUST_00068,2023-04-11,307.27,high
CUST_00068,2023-04-23,98.34,high
CUST_00068,2023-04-29,279.54,high
CUST_00068,2023-05-16,361.98,high
CUST_00068,2023-05-20,230.27,high
CUST_00068,2023-06-28,102.25,high
CUST_00068,2023-07-25,224.36,high
CUST_00068,2023-08-29,106.26,high
CUST_00068,2023-09-19,62.57,high
CUST_00068,2023-09-25,92.62,high
CUST_00068,2023-10-15,258.56,high
CUST_00068,2023-10-30,228.45,high
CUST_00068,2023-11-08,414.32,high
CUST_00068,2023-11-21,443.94,high
CUST_00068,2023-11-26,409.5,high
CUST_00068,2023-11-29,675.56,high
CUST_00068,2023-12-20,175.07,high
CUST_00068,2023-12-26,59.0,high
CUST_00068,2024-02-15,31.13,high
CUST_00070,2022-04-30,13.23,low
CUST_00070,2022-10-18,18.48,low
CUST_00070,2022-10-21,11.21,low
CUST_00070,2022-12-25,8.62,low
CUST_00070,2023-01-06,8.68,low
CUST_00070,2023-01-22,9.3,low
CUST_00070,2023-02-21,11.95,low
CUST_00070,2023-03-07,2.13,low
CUST_00070,2023-06-02,22.06,low
CUST_00070,2023-06-02,13.03,low
CUST_00070,2023-08-23,12.48,low
CUST_00070,2023-09-09,9.28,low
CUST_00070,2024-02-24,17.3,low
CUST_00071,2023-04-11,379.1,high
CUST_00071,2023-04-11,494.54,high
CUST_00071,2023-04-15,643.24,high
CUST_00071,2023-05-14,99.79,high
CUST_00071,2023-05-22,525.69,high
CUST_00071,2023-05-27,1493.23,high
CUST_00071,2023-06-03,722.61,high
CUST_00071,2023-06-07,336.96,high
CUST_00071,2023-07-30,43.43,high
CUST_00071,2023-07-30,165.95,high
CUST_00071,2023-08-31,270.5,high
CUST_00071,2023-10-19,268.0,high
CUST_00071,2023-10-29,183.54,high
CUST_00071,2023-11-05,300.13,high
CUST_00071,2023-11-10,197.53,high
CUST_00071,2023-11-11,66.48,high
CUST_00071,2023-11-13,494.89,high
CUST_00071,2023-11-16,278.36,high
CUST_00071,2024-02-15,425.27,high
CUST_00071,2024-02-24,100.94,high
CUST_00071,2024-02-27,213.62,high
CUST_00071,2024-03-11,466.68,high
CUST_00072,2022-09-26,136.48,high
CUST_00072,2022-10-12,662.63,high
CUST_00072,2022-11-26,435.39,high
CUST_00072,2022-12-02,441.46,high
CUST_00072,2022-12-06,923.34,high
CUST_00072,2022-12-21,182.75,high
CUST_00072,2022-12-29,742.6,high
CUST_00072,2023-01-18,151.97,high
CUST_00072,2023-01-26,590.51,high
CUST_00072,2023-03-14,289.94,high
CUST_00072,2023-03-23,682.67,high
CUST_00072,2023-04-10,203.2,high
CUST_00072,2023-04-11,528.23,high
CUST_00072,2023-04-25,329.14,high
CUST_00072,2023-05-13,20.39,high
CUST_00072,2023-05-22,268.35,high
CUST_00072,2023-07-24,586.98,high
CUST_00072,2023-07-27,328.55,high
CUST_00072,2023-08-10,118.86,high
CUST_00072,2023-08-23,622.45,high
CUST_00072,2023-10-01,200.35,high
CUST_00072,2023-10-02,173.14,high
CUST_00072,2023-10-27,449.23,high
CUST_00072,2023-11-04,525.67,high
CUST_00072,2023-11-21,198.05,high
CUST_00072,2023-12-20,1257.64,high
CUST_00072,2023-12-27,17.65,high
CUST_00072,2024-01-16,229.31,high
CUST_00072,2024-01-20,528.71,high
CUST_00072,2024-01-28,436.99,high
CUST_00073,2022-07-25,28.13,low
CUST_00073,2022-09-09,20.19,low
CUST_00073,2022-09-24,50.62,low
CUST_00073,2022-10-13,22.24,low
CUST_00073,2022-11-12,43.81,low
CUST_00073,2022-12-09,15.48,low
CUST_00073,2023-08-31,73.83,low
CUST_00073,2023-09-20,78.58,low
CUST_00073,2023-11-18,78.81,low
CUST_00073,2024-03-09,49.53,low
CUST_00074,2023-03-08,46.76,low
CUST_00075,2023-02-13,15.43,low
CUST_00075,2023-02-18,129.36,low
CUST_00076,2023-06-25,16.19,low
CUST_00076,2023-09-19,20.19,low
CUST_00077,2023-06-09,82.12,high
CUST_00077,2023-06-17,181.34,high
CUST_00077,2023-06-23,69.24,high
CUST_00077,2023-07-04,104.52,high
CUST_00077,2023-07-18,270.9,high
CUST_00077,2023-07-29,54.13,high
CUST_00077,2023-07-30,220.28,high
CUST_00077,2023-08-06,183.73,high
CUST_00077,2023-08-25,119.74,high
CUST_00077,2023-08-29,79.41,high
CUST_00077,2023-08-31,112.75,high
CUST_00077,2023-09-04,213.12,high
CUST_00077,2023-09-10,347.85,high
CUST_00077,2023-10-01,150.7,high
CUST_00077,2023-10-03,153.07,high
CUST_00077,2023-10-08,594.9,high
CUST_00077,2023-11-16,192.14,high
CUST_00077,2023-11-17,530.79,high
CUST_00077,2023-12-13,82.04,high
CUST_00077,2024-01-02,82.69,high
CUST_00077,2024-01-27,175.41,high
CUST_00077,2024-02-04,141.52,high
CUST_00077,2024-03-03,169.88,high
CUST_00077,2024-03-04,655.38,high
CUST_00077,2024-03-24,135.92,high
CUST_00078,2022-11-23,95.58,medium
CUST_00078,2022-12-02,34.15,medium
CUST_00078,2023-01-22,77.71,medium
CUST_00078,2023-01-28,36.18,medium
CUST_00079,2023-10-18,260.58,high
CUST_00079,2023-12-22,136.74,high
CUST_00079,2024-02-29,160.48,high
CUST_00080,2023-07-03,64.82,low
CUST_00080,2023-07-10,50.46,low
CUST_00080,2023-07-13,98.73,low
CUST_00080,2023-08-21,120.39,low
CUST_00080,2023-09-02,79.9,low
CUST_00080,2023-11-29,56.35,low
CUST_00080,2023-11-30,27.29,low
CUST_00080,2024-02-02,14.56,low
CUST_00081,2024-02-26,37.36,low
CUST_00082,2022-04-10,155.91,medium
CUST_00082,2022-06-15,36.78,medium
CUST_00082,2022-09-29,388.75,medium
CUST_00082,2022-12-01,195.04,medium
CUST_00082,2023-02-09,157.53,medium
CUST_00082,2023-03-25,114.48,medium
CUST_00083,2022-07-20,281.37,high
CUST_00083,2022-08-12,225.31,high
CUST_00083,2022-08-25,226.31,high
CUST_00083,2022-08-25,138.17,high
CUST_00083,2022-10-19,574.24,high
CUST_00083,2022-11-01,90.4,high
CUST_00083,2022-12-13,192.74,high
CUST_00083,2023-01-10,233.74,high
CUST_00083,2023-01-23,458.5,high
CUST_00083,2023-01-30,257.13,high
CUST_00083,2023-02-10,223.64,high
CUST_00083,2023-02-24,417.86,high
CUST_00083,2023-04-06,976.37,high
CUST_00083,2023-04-11,157.59,high
CUST_00083,2023-06-05,187.69,high
CUST_00083,2023-06-13,125.69,high
CUST_00083,2023-06-17,145.99,high
CUST_00083,2023-06-18,868.37,high
CUST_00083,2023-06-28,92.31,high
CUST_00083,2023-09-02,180.71,high
CUST_00083,2023-09-16,411.64,high
CUST_00083,2023-11-06,105.36,high
CUST_00083,2023-12-07,116.0,high
CUST_00083,2023-12-16,335.15,high
CUST_00083,2023-12-28,69.45,high
CUST_00083,2024-01-02,162.56,high
CUST_00083,2024-01-12,206.02,high
CUST_00083,2024-02-04,90.92,high
CUST_00083,2024-02-11,246.14,high
CUST_00084,2023-05-31,55.97,medium
CUST_00084,2023-06-10,14.97,medium
CUST_00084,2023-08-09,70.33,medium
CUST_00084,2023-09-10,38.57,medium
CUST_00084,2023-11-29,48.93,medium
CUST_00084,2023-12-02,33.75,medium
CUST_00084,2024-01-15,39.41,medium
CUST_00085,2022-06-01,99.83,medium
CUST_00085,2022-06-09,32.35,medium
CUST_00085,2022-06-16,26.85,medium
CUST_00085,2022-07-28,40.42,medium
CUST_00085,2022-08-05,16.16,medium
CUST_00085,2022-08-07,92.1,medium
CUST_00085,2022-08-14,166.62,medium
CUST_00085,2022-08-18,17.19,medium
CUST_00085,2022-09-07,37.23,medium
CUST_00085,2022-10-26,32.84,medium
CUST_00085,2022-11-25,29.41,medium
CUST_00085,2022-12-28,25.99,medium
CUST_00085,2023-01-18,27.31,medium
CUST_00085,2023-03-22,29.05,medium
CUST_00085,2023-04-16,45.56,medium
CUST_00085,2023-05-07,49.02,medium
CUST_00085,2023-05-16,390.62,medium
CUST_00085,2023-06-04,14.2,medium
CUST_00085,2023-06-13,14.69,medium
CUST_00085,2023-07-27,32.39,medium
CUST_00085,2023-08-01,153.17,medium
CUST_00085,2023-08-02,19.91,medium
CUST_00085,2023-08-16,81.54,medium
CUST_00085,2023-08-31,50.55,medium
CUST_00085,2023-09-03,25.44,medium
CUST_00085,2023-11-29,46.18,medium
CUST_00085,2023-11-30,42.15,medium
CUST_00085,2023-12-06,35.95,medium
CUST_00085,2023-12-13,35.26,medium
CUST_00085,2024-02-05,29.44,medium
CUST_00085,2024-03-21,33.96,medium
CUST_00086,2023-04-28,18.77,low
CUST_00086,2023-05-02,38.21,low
CUST_00087,2022-12-23,16.44,low
CUST_00088,2022-12-25,30.25,low
CUST_00088,2023-06-10,26.49,low
CUST_00089,2022-03-24,34.04,medium
CUST_00089,2022-04-25,23.56,medium
CUST_00089,2022-07-01,83.9,medium
CUST_00089,2022-08-07,18.71,medium
CUST_00089,2022-11-13,53.61,medium
CUST_00089,2022-11-25,394.87,medium
CUST_00089,2023-02-03,119.93,medium
CUST_00089,2023-03-07,19.92,medium
CUST_00090,2022-03-08,297.68,high
CUST_00090,2022-04-04,302.78,high
CUST_00090,2022-04-07,165.85,high
CUST_00090,2022-05-15,140.2,high
