customer_id,frequency,monetary,recency,customer_tenure,avg_order_value,std_order_value,max_order_value,min_order_value,cv_order_value,avg_days_between_txns,recent_spend_90d,historical_spend_rest,purchase_rate,months_with_purchase,spend_trend,clv_90d
CUST_00021,13,2004.49,8,330,154.19153846153847,214.05171372225894,848.09,36.74,1.388219586223611,26.833333333333332,339.25,1665.24,0.040372670807453416,8,-1.590984890295442,691.45
CUST_00023,12,611.12,41,345,50.92666666666667,17.574204926194493,79.44,20.59,0.34508845908223246,27.636363636363637,97.92,513.2,0.039473684210526314,7,-1.6565065501674798,177.42000000000002
CUST_00024,2,735.19,270,276,367.595,488.6178568677162,713.1,22.09,1.329228789476778,6.0,0.0,735.19,0.3333333333333333,2,-5.0,0.0
CUST_00026,3,862.58,14,151,287.5266666666667,138.06680351675175,393.31,131.34,0.48018782089806766,68.5,469.27,393.31,0.021897810218978103,3,0.1765797792109591,2465.12
CUST_00027,2,54.24,87,103,27.12,15.429069965490468,38.03,16.21,0.5689185090520084,16.0,16.21,38.03,0.125,2,-0.8527115924652631,0.0
CUST_00028,1,248.09,344,344,248.09,0.0,248.09,248.09,0.0,365.0,0.0,248.09,1.0,1,-5.0,0.0
CUST_00029,7,2409.58,30,184,344.2257142857143,193.62289369262297,653.21,109.9,0.5624881746397135,25.666666666666668,1248.22,1161.3600000000001,0.045454545454545456,4,0.07212674437305396,596.34
CUST_00031,5,1824.91,11,248,364.982,128.4037745551119,545.86,183.12,0.3518085126255867,59.25,355.37,1469.54,0.02109704641350211,5,-1.41954307192421,363.97
CUST_00032,2,364.76,2,306,182.38,91.44304894304432,247.04,117.72,0.5013874818677724,304.0,117.72,247.04,0.006578947368421052,2,-0.7412368966932222,350.86
CUST_00035,2,59.16,22,27,29.58,14.934095218659886,40.14,19.02,0.5048713731798474,5.0,59.16,0.0,0.4,1,5.0,0.0
CUST_00036,4,200.74,280,352,50.185,40.993983704929185,110.46,19.35,0.8168573020808844,24.0,0.0,200.74,0.05555555555555555,3,-5.0,0.0
CUST_00039,10,531.28,13,216,53.128,79.55381795433271,272.53,7.85,1.4973990730750775,22.555555555555557,460.5199999999999,70.76,0.04926108374384237,6,1.8730504557916092,211.63
CUST_00040,11,4331.889999999999,45,309,393.80818181818177,256.71260653961593,773.86,30.59,0.6518722017262155,26.4,1028.24,3303.65,0.041666666666666664,8,-1.1671786451847264,2541.91
CUST_00043,4,113.45,12,360,28.3625,6.711037550185515,37.0,22.06,0.23661657294616184,116.0,24.19,89.25999999999999,0.011494252873563218,4,-1.305583999200966,0.0
CUST_00044,14,747.61,55,362,53.40071428571429,37.89261942836437,130.28,8.07,0.7095901231886962,23.615384615384617,110.81,636.8,0.04560260586319218,8,-1.7486311575169085,159.02
CUST_00045,1,22.9,24,24,22.9,0.0,22.9,22.9,0.0,365.0,22.9,0.0,1.0,1,5.0,0.0
CUST_00046,4,971.98,5,71,242.995,185.9024011858552,438.49,50.59,0.7650461992463022,22.0,971.98,0.0,0.06060606060606061,3,5.0,207.71
CUST_00049,15,7469.35,8,335,497.9566666666667,249.40046565046075,1238.54,204.12,0.5008477290201839,23.357142857142858,3039.46,4429.89,0.045871559633027525,7,-0.3766947817216156,4490.26
CUST_00050,2,43.02,73,187,21.51,23.3486659147798,38.02,5.0,1.0854795869260716,114.0,5.0,38.02,0.017543859649122806,2,-2.0285007462239704,0.0
CUST_00051,1,119.69,307,307,119.69,0.0,119.69,119.69,0.0,365.0,0.0,119.69,1.0,1,-5.0,22.85
CUST_00053,1,141.16,1,1,141.16,0.0,141.16,141.16,0.0,365.0,141.16,0.0,1.0,1,5.0,19.34
CUST_00054,1,19.07,69,69,19.07,0.0,19.07,19.07,0.0,365.0,19.07,0.0,1.0,1,5.0,0.0
CUST_00055,1,117.72,122,122,117.72,0.0,117.72,117.72,0.0,365.0,0.0,117.72,1.0,1,-5.0,0.0
CUST_00057,1,553.81,220,220,553.81,0.0,553.81,553.81,0.0,365.0,0.0,553.81,1.0,1,-5.0,0.0
CUST_00058,27,7242.05,1,322,268.22407407407405,203.16011429524212,969.49,73.63,0.7574268454334805,12.346153846153847,1949.57,5292.4800000000005,0.08411214953271028,11,-0.9986777856625048,1021.39
CUST_00059,3,163.42000000000002,239,275,54.473333333333336,30.38327226177809,79.56,20.69,0.5577641462815706,18.0,0.0,163.42000000000002,0.08333333333333333,3,-5.0,0.0
CUST_00060,10,1080.66,24,277,108.066,45.35561075177653,175.16,39.69,0.4197028737232481,28.11111111111111,237.9,842.76,0.039525691699604744,7,-1.2648287857887575,48.89
CUST_00061,3,121.28999999999999,112,304,40.43,11.639239665888832,53.76,32.28,0.28788621483771537,96.0,0.0,121.28999999999999,0.015625,3,-5.0,73.57
CUST_00063,1,186.31,327,327,186.31,0.0,186.31,186.31,0.0,365.0,0.0,186.31,1.0,1,-5.0,0.0
CUST_00064,9,904.22,50,343,100.4688888888889,65.53210404916898,228.85,25.01,0.6522626533836021,36.625,162.17999999999998,742.04,0.030716723549488054,7,-1.520691502219701,402.96999999999997
CUST_00068,25,6712.95,5,350,268.518,165.09575726428184,675.56,59.0,0.614840559159095,14.375,2664.4,4048.55,0.07246376811594203,11,-0.41837977244709285,31.13
CUST_00070,8,88.91,113,359,11.11375,5.597723867787692,22.06,2.13,0.5036755251636659,35.142857142857146,0.0,88.91,0.032520325203252036,6,-5.0,17.3
CUST_00071,18,6963.97,45,264,386.88722222222225,336.3775256500028,1493.23,43.43,0.8694459427165898,12.882352941176471,1788.9299999999998,5175.04,0.0821917808219178,7,-1.0622290270755639,1206.51
CUST_00072,20,7542.97,4,347,377.1485,290.34177528660763,1257.64,17.65,0.7698340979391609,18.05263157894737,2448.2400000000002,5094.73,0.05830903790087463,9,-0.7328370609043784,1195.01
CUST_00073,3,231.22,43,122,77.07333333333334,2.8111622744575477,78.81,73.83,0.036473863953691905,39.5,78.81,152.41,0.0379746835443038,3,-0.6595282380953553,49.53
CUST_00074,1,46.76,298,298,46.76,0.0,46.76,46.76,0.0,365.0,0.0,46.76,1.0,1,-5.0,0.0
CUST_00075,2,144.79000000000002,316,321,72.39500000000001,80.56067558058336,129.36,15.43,1.112793363914405,5.0,0.0,144.79000000000002,0.4,1,-5.0,0.0
CUST_00076,2,36.38,103,189,18.19,2.8284271247461903,20.19,16.19,0.15549351977714074,86.0,0.0,36.38,0.023255813953488372,2,-5.0,0.0
CUST_00077,19,3742.77,18,205,196.9878947368421,149.41965487173465,594.9,54.13,0.7585220151286236,10.38888888888889,1552.9399999999998,2189.83,0.10160427807486631,7,-0.34367381944127706,1360.8
CUST_00078,2,113.88999999999999,337,343,56.94499999999999,29.36614462267731,77.71,36.18,0.5156931183190326,6.0,0.0,113.88999999999999,0.3333333333333333,1,-5.0,0.0
CUST_00079,2,397.32,9,74,198.66,87.56810378214203,260.58,136.74,0.4407938376227828,65.0,397.32,0.0,0.03076923076923077,2,5.0,160.48
CUST_00080,7,497.94,31,181,71.13428571428571,31.285458207258134,120.39,27.29,0.4398084256151483,25.0,83.64,414.3,0.04666666666666667,4,-1.6000589322994416,14.56
CUST_00082,2,272.01,281,325,136.005,30.440946930080862,157.53,114.48,0.2238222633732647,44.0,0.0,272.01,0.045454545454545456,2,-5.0,0.0
CUST_00083,18,5363.19,3,355,297.955,256.0415115527857,976.37,69.45,0.8593294677142043,20.705882352941178,625.96,4737.23,0.05113636363636364,7,-2.023919997936077,705.64
CUST_00084,6,262.52,29,214,43.75333333333333,19.171739270777355,70.33,14.97,0.43817779835694093,37.0,82.68,179.84,0.032432432432432434,6,-0.777083297624246,39.41
CUST_00085,17,1092.99,18,347,64.29352941176471,90.13891022618759,390.62,14.2,1.4019903876935644,20.5625,159.54,933.45,0.05167173252279635,10,-1.766587528493524,63.400000000000006
CUST_00086,2,56.980000000000004,243,247,28.490000000000002,13.746155826266483,38.21,18.77,0.4824905519925055,4.0,0.0,56.980000000000004,0.5,2,-5.0,0.0
CUST_00088,1,26.49,204,204,26.49,0.0,26.49,26.49,0.0,365.0,0.0,26.49,1.0,1,-5.0,0.0
CUST_00089,2,139.85000000000002,299,331,69.92500000000001,70.71774918646663,119.93,19.92,1.0113371353087826,32.0,0.0,139.85000000000002,0.0625,2,-5.0,0.0
CUST_00090,23,6571.82,19,364,285.7313043478261,210.09204617596342,922.01,70.26,0.7352783646002414,15.681818181818182,2088.03,4483.79,0.06666666666666667,9,-0.7642473773006586,5340.46
CUST_00091,2,71.38,66,71,35.69,3.7759502115361636,38.36,33.02,0.10579854893628926,5.0,71.38,0.0,0.4,1,5.0,0.0
CUST_00093,2,102.64,54,214,51.32,67.13271780585082,98.79,3.85,1.3081199884226582,160.0,3.85,98.79,0.0125,2,-3.2446736526544115,0.0
CUST_00097,3,218.36,0,7,72.78666666666668,37.78847222809271,95.31,29.16,0.5191675063394308,3.5,218.36,0.0,0.42857142857142855,1,5.0,0.0
CUST_00098,5,1586.1999999999998,264,345,317.23999999999995,153.81724545706828,517.78,175.45,0.4848608165964831,20.25,0.0,1586.1999999999998,0.06172839506172839,3,-5.0,0.0
CUST_00099,20,13009.66,38,359,650.483,388.9272729620336,1654.02,144.35,0.597905361034852,16.894736842105264,2488.05,10521.61,0.06230529595015576,11,-1.441931659408311,5157.02
CUST_00100,2,288.35,3,61,144.175,19.608071042302967,158.04,130.31,0.13600187995354926,58.0,288.35,0.0,0.034482758620689655,2,5.0,4693.46
CUST_00101,1,29.89,62,62,29.89,0.0,29.89,29.89,0.0,365.0,29.89,0.0,1.0,1,5.0,0.0
CUST_00102,2,165.17000000000002,16,50,82.58500000000001,73.588602718084,134.62,30.55,0.891064996283635,34.0,165.17000000000002,0.0,0.058823529411764705,2,5.0,0.0
CUST_00103,4,156.01,9,358,39.0025,19.31352613239402,64.42,20.76,0.49518687603087036,116.33333333333333,42.98,113.03,0.011461318051575931,4,-0.9669039597928644,207.85999999999999
CUST_00105,5,277.62,20,220,55.524,27.673000921475793,95.26,29.01,0.49839710614285343,50.0,124.27000000000001,153.35,0.025,4,-0.21026474678934748,102.83
CUST_00106,10,852.7,9,325,85.27000000000001,41.879706568005254,153.8,31.03,0.4911423310426322,35.111111111111114,82.89,769.8100000000001,0.03164556962025317,5,-2.2286185384612693,63.1
CUST_00107,4,158.29,44,354,39.5725,25.088267344185677,76.97,23.16,0.6339823701860049,103.33333333333333,29.34,128.95,0.012903225806451613,4,-1.4804466319441254,0.0
CUST_00108,2,353.1,42,91,176.55,109.57326681266741,254.03,99.07,0.6206358924535113,49.0,99.07,254.03,0.04081632653061224,2,-0.941619542008457,0.0
CUST_00109,11,3498.3,55,321,318.02727272727276,196.13547940599165,651.8,88.06,0.6167253447291279,26.6,301.79,3196.51,0.041353383458646614,6,-2.36008045664921,349.98
CUST_00110,6,292.16999999999996,0,173,48.69499999999999,56.683879101557615,163.29,16.58,1.1640595359186288,34.6,248.76,43.41,0.03468208092485549,4,1.74577973095355,88.53999999999999
CUST_00111,18,12442.25,42,289,691.2361111111111,830.7346113505513,3426.8549994697833,94.65,1.201810203484894,14.529411764705882,2260.46,10181.789999999999,0.0728744939271255,7,-1.5050321540667846,0.0
CUST_00114,1,47.19,223,223,47.19,0.0,47.19,47.19,0.0,365.0,0.0,47.19,1.0,1,-5.0,0.0
CUST_00116,2,139.09,40,120,69.545,28.13577882341273,89.44,49.65,0.40456939856801677,80.0,49.65,89.44,0.025,2,-0.5885606587488081,0.0
CUST_00117,15,5758.7699999999995,24,239,383.91799999999995,153.4462936851662,695.01,138.11,0.3996850725549889,15.357142857142858,1466.26,4292.51,0.06976744186046512,8,-1.0741562533067175,2228.32
CUST_00118,2,40.63,232,306,20.315,1.5627059864222705,21.42,19.21,0.07692375025460352,74.0,0.0,40.63,0.02702702702702703,2,-5.0,0.0
CUST_00119,2,31.32,270,320,15.66,4.780041840821061,19.04,12.28,0.30523894258116613,50.0,0.0,31.32,0.04,2,-5.0,14.48
CUST_00121,2,138.98000000000002,6,344,69.49000000000001,22.302147878623707,85.26,53.72,0.3209403925546655,338.0,85.26,53.72,0.005917159763313609,2,0.46191315357501284,0.0
CUST_00122,4,76.41,1,20,19.1025,14.766205504461869,38.46,6.52,0.7729985868060133,6.333333333333333,76.41,0.0,0.21052631578947367,1,5.0,604.15
CUST_00123,4,943.5699999999999,250,339,235.89249999999998,40.237861420143425,295.39,206.89,0.17057711211735613,29.666666666666668,0.0,943.5699999999999,0.0449438202247191,3,-5.0,0.0
CUST_00124,7,689.1700000000001,56,331,98.45285714285716,41.706231634407565,165.86,58.93,0.42361626513175693,45.833333333333336,308.95,380.22,0.025454545454545455,6,-0.20756997434485122,222.26
CUST_00126,1,21.53,257,257,21.53,0.0,21.53,21.53,0.0,365.0,0.0,21.53,1.0,1,-5.0,0.0
CUST_00127,6,139.84,20,332,23.30666666666667,10.645073351868774,35.61,11.54,0.45673941727125744,62.4,24.38,115.46000000000001,0.019230769230769232,6,-1.5551286701642453,31.18
CUST_00128,1,1057.03,261,261,1057.03,0.0,1057.03,1057.03,0.0,365.0,0.0,1057.03,1.0,1,-5.0,0.0
CUST_00129,1,30.56,30,30,30.56,0.0,30.56,30.56,0.0,365.0,30.56,0.0,1.0,1,5.0,0.0
CUST_00132,18,1148.2,4,278,63.78888888888889,34.18223341219459,153.02,10.04,0.5358650073327841,16.11764705882353,255.96,892.24,0.06569343065693431,9,-1.248711186336258,348.56
CUST_00133,4,416.45,49,309,104.1125,161.45746712885924,345.34,13.55,1.550798099448762,86.66666666666667,13.55,402.9,0.015384615384615385,4,-3.392230528859105,277.73
CUST_00134,1,53.32,49,49,53.32,0.0,53.32,53.32,0.0,365.0,53.32,0.0,1.0,1,5.0,0.0
CUST_00135,10,398.23,50,326,39.823,33.469933124124005,95.7,4.06,0.8404673963318686,30.666666666666668,53.27,344.96,0.036231884057971016,7,-1.8680392741183958,158.0
CUST_00136,1,36.44,229,229,36.44,0.0,36.44,36.44,0.0,365.0,0.0,36.44,1.0,1,-5.0,0.0
CUST_00137,4,130.19,26,210,32.5475,18.611991430258072,57.23,13.56,0.5718408919351124,61.333333333333336,24.54,105.65,0.021739130434782608,3,-1.4597960209838385,25.9
CUST_00138,9,224.31,136,293,24.923333333333332,10.621646529611123,43.38,11.0,0.42617279107708134,19.625,0.0,224.31,0.05732484076433121,5,-5.0,0.0
CUST_00141,2,127.61,77,89,63.805,9.581296885077718,70.58,57.03,0.1501652987238887,12.0,127.61,0.0,0.16666666666666666,1,5.0,160.95
CUST_00142,3,321.31,149,263,107.10333333333334,12.74807567177624,121.66,97.93,0.11902594695256519,57.0,0.0,321.31,0.02631578947368421,2,-5.0,0.0
CUST_00143,6,770.23,7,256,128.37166666666667,70.5894772375222,268.65,79.08,0.5498836236255835,49.8,211.12,559.11,0.024096385542168676,6,-0.9739165934893789,493.85
CUST_00144,3,520.98,258,334,173.66,233.03813529120077,442.51,29.41,1.3419217741057283,38.0,0.0,520.98,0.039473684210526314,2,-5.0,0.0
CUST_00148,21,6133.18,8,244,292.05619047619047,144.20951984790014,700.87,94.02,0.4937732003309707,11.8,2576.13,3557.05,0.08898305084745763,7,-0.3226431698023974,1933.1
CUST_00149,1,87.44,1,1,87.44,0.0,87.44,87.44,0.0,365.0,87.44,0.0,1.0,1,5.0,0.0
CUST_00151,4,184.45000000000002,30,188,46.112500000000004,40.8294259695137,98.54,12.19,0.8854307610629156,52.666666666666664,12.19,172.26,0.02531645569620253,4,-2.6483127939393873,94.97999999999999
CUST_00152,22,15934.172369968932,14,361,987.1395454545454,636.9215050274643,3036.53,51.47,0.645219318748073,16.523809523809526,7992.76,13724.31,0.06340057636887608,10,-0.5406325287378999,1653.46
CUST_00153,5,369.83,144,280,73.966,72.25032269824128,197.35,25.14,0.9768045142124934,34.0,0.0,369.83,0.03676470588235294,3,-5.0,292.21
CUST_00154,5,146.3,22,332,29.26,13.64403532683788,51.77,15.34,0.4663033262760724,77.5,65.22,81.08,0.016129032258064516,5,-0.21766715204186968,83.21000000000001
CUST_00155,3,278.52,27,159,92.83999999999999,44.40517650004332,143.2,59.31,0.4782978942270931,66.0,202.51,76.01,0.022727272727272728,3,0.9799161394038465,234.3
CUST_00156,1,97.5,147,147,97.5,0.0,97.5,97.5,0.0,365.0,0.0,97.5,1.0,1,-5.0,0.0
CUST_00157,1,85.51,143,143,85.51,0.0,85.51,85.51,0.0,365.0,0.0,85.51,1.0,1,-5.0,58.04
CUST_00158,10,454.45,66,363,45.445,19.568174416638872,73.16,16.25,0.43059026112089055,33.0,18.96,435.49,0.03367003367003367,9,-3.1340898921256852,265.04
CUST_00160,12,872.12,14,299,72.67666666666666,37.75663152669242,146.36,18.33,0.5195151794710695,25.90909090909091,448.14,423.98,0.042105263157894736,8,0.055419272132925156,243.22
CUST_00161,2,23.01,32,37,11.505,5.946768029778865,15.71,7.3,0.5168855306196318,5.0,23.01,0.0,0.4,1,5.0,0.0
CUST_00162,2,64.15,227,363,32.075,27.357961364107524,51.42,12.73,0.8529372210166024,136.0,0.0,64.15,0.014705882352941176,2,-5.0,55.92
CUST_00163,1,59.77,90,90,59.77,0.0,59.77,59.77,0.0,365.0,0.0,59.77,1.0,1,-5.0,0.0
CUST_00167,3,457.93,7,119,152.64333333333335,41.802054176001135,177.83,104.39,0.27385443742057386,56.0,282.22,175.71,0.026785714285714284,2,0.4738498520089978,890.62
CUST_00168,12,3324.25,11,343,277.0208333333333,148.73351633394742,469.27,19.13,0.5369037214431434,30.181818181818183,723.85,2600.4,0.03614457831325301,8,-1.2788353727856714,5422.700369809706
CUST_00169,2,23.3,225,247,11.65,2.9274220741123074,13.72,9.58,0.25128086473067013,22.0,0.0,23.3,0.09090909090909091,2,-5.0,0.0
CUST_00171,2,512.87,316,326,256.435,30.695505371308016,278.14,234.73,0.11970091980933967,10.0,0.0,512.87,0.2,1,-5.0,0.0
CUST_00173,6,981.29,10,204,163.54833333333332,147.7191210936034,440.61,23.74,0.9032138578418414,38.8,729.47,251.82,0.030927835051546393,4,1.0636010962608728,709.77
CUST_00174,3,153.39999999999998,285,327,51.133333333333326,54.32656102988052,113.82,17.75,1.0624490423053559,21.0,0.0,153.39999999999998,0.07142857142857142,2,-5.0,0.0
CUST_00175,7,2225.2200000000003,20,344,317.8885714285715,210.57188870854938,672.23,162.95,0.662407861227135,54.0,1497.9,727.3199999999999,0.021604938271604937,7,0.7224521531148795,391.46999999999997
CUST_00177,3,338.87,150,198,112.95666666666666,100.35829429266589,228.82,53.14,0.8884672083040626,24.0,0.0,338.87,0.0625,3,-5.0,0.0
CUST_00179,10,2112.73,1,338,211.273,162.9785956669021,594.95,34.83,0.7714123227620288,37.44444444444444,206.75,1905.98,0.02967359050445104,7,-2.221236944992525,1682.26
CUST_00181,8,843.0699999999999,4,74,105.38374999999999,110.74002772742756,369.09,24.39,1.0508264104041427,10.0,843.0699999999999,0.0,0.11428571428571428,3,5.0,0.0
CUST_00182,1,15.31,94,94,15.31,0.0,15.31,15.31,0.0,365.0,0.0,15.31,1.0,1,-5.0,0.0
CUST_00185,1,16.03,263,263,16.03,0.0,16.03,16.03,0.0,365.0,0.0,16.03,1.0,1,-5.0,0.0
CUST_00187,1,88.22,141,141,88.22,0.0,88.22,88.22,0.0,365.0,0.0,88.22,1.0,1,-5.0,0.0
CUST_00190,21,3928.73,22,332,187.08238095238096,106.0718047317364,469.6,54.81,0.5669791254085835,15.5,869.0600000000001,3059.67,0.06774193548387097,9,-1.2586493543973094,711.33
CUST_00192,1,56.95,15,15,56.95,0.0,56.95,56.95,0.0,365.0,56.95,0.0,1.0,1,5.0,0.0
CUST_00193,1,34.4,57,57,34.4,0.0,34.4,34.4,0.0,365.0,34.4,0.0,1.0,1,5.0,0.0
CUST_00195,2,201.77,102,114,100.885,40.807132342275665,129.74,72.03,0.40449157300169164,12.0,0.0,201.77,0.16666666666666666,1,-5.0,0.0
CUST_00196,3,68.0,253,323,22.666666666666668,5.138767686258384,28.6,19.64,0.2267103390996346,35.0,0.0,68.0,0.04285714285714286,2,-5.0,0.0
CUST_00199,2,126.19999999999999,228,235,63.099999999999994,6.873077913133239,67.96,58.24,0.10892358023982947,7.0,0.0,126.19999999999999,0.2857142857142857,1,-5.0,0.0
CUST_00200,2,122.18,310,348,61.09,50.04901797238384,96.48,25.7,0.8192669499489905,38.0,0.0,122.18,0.05263157894736842,2,-5.0,0.0
CUST_00201,17,6713.9400000000005,16,360,394.9376470588236,304.189178956316,1358.63,147.07,0.7702207708524907,21.5,2693.4,4020.54,0.04941860465116279,10,-0.4006117633789958,1927.12
CUST_00202,18,2102.04,16,355,116.78,34.67261692901016,159.86,37.74,0.2969054369670334,19.941176470588236,445.03999999999996,1657.0,0.05309734513274336,11,-1.3145982081731347,309.4
CUST_00204,1,30.68,295,295,30.68,0.0,30.68,30.68,0.0,365.0,0.0,30.68,1.0,1,-5.0,0.0
CUST_00205,2,193.75,5,22,96.875,69.37424630221219,145.93,47.82,0.7161212521518677,17.0,193.75,0.0,0.11764705882352941,1,5.0,21.95
CUST_00206,21,11308.5,7,363,538.5,632.8425959589003,2736.07,86.73,1.1751951642690814,17.8,869.56,10438.94,0.05898876404494382,10,-2.4853099329147454,1381.32
CUST_00209,2,429.77,39,46,214.885,8.152941187080883,220.65,209.12,0.037940950680973,7.0,429.77,0.0,0.2857142857142857,1,5.0,0.0
CUST_00211,3,306.35,173,265,102.11666666666667,61.28451218157271,145.74,32.05,0.6001421137415313,46.0,0.0,306.35,0.03260869565217391,3,-5.0,0.0
CUST_00213,7,509.8,23,314,72.82857142857144,30.29964984867615,114.35,31.6,0.41604070015836214,48.5,116.61000000000001,393.19,0.024054982817869417,6,-1.215451889806766,0.0
CUST_00215,1,107.5,15,15,107.5,0.0,107.5,107.5,0.0,365.0,107.5,0.0,1.0,1,5.0,105.43
CUST_00216,4,472.62,20,156,118.155,62.12971082072302,193.8,57.33,0.5258322611884645,45.333333333333336,336.55,136.07,0.029411764705882353,4,0.9055728894447215,373.14
CUST_00218,5,136.29,195,345,27.258,12.75201239020728,44.16,9.57,0.467826413904442,37.5,0.0,136.29,0.03333333333333333,5,-5.0,0.0
CUST_00220,1,30.44,317,317,30.44,0.0,30.44,30.44,0.0,365.0,0.0,30.44,1.0,1,-5.0,0.0
CUST_00222,5,736.61,30,136,147.322,73.53621502361949,211.86,51.38,0.49915297799119945,26.5,473.37,263.24,0.04716981132075472,4,0.5868094738303943,256.61
CUST_00223,1,45.35,345,345,45.35,0.0,45.35,45.35,0.0,365.0,0.0,45.35,1.0,1,-5.0,0.0
CUST_00224,4,368.78,234,361,92.195,103.3353751948802,238.45,5.64,1.120834917239332,42.333333333333336,0.0,368.78,0.031496062992125984,4,-5.0,0.0
CUST_00225,8,685.39,43,285,85.67375,43.59989447480677,174.45,35.74,0.5089061057185751,34.57142857142857,143.47,541.9200000000001,0.03305785123966942,6,-1.328987310174291,197.13
CUST_00226,1,17.91,221,221,17.91,0.0,17.91,17.91,0.0,365.0,0.0,17.91,1.0,1,-5.0,0.0
CUST_00229,1,59.14,49,49,59.14,0.0,59.14,59.14,0.0,365.0,59.14,0.0,1.0,1,5.0,0.0
CUST_00230,2,98.34,73,116,49.17,26.389225073881953,67.83,30.51,0.5366936154948536,43.0,30.51,67.83,0.046511627906976744,2,-0.7989320432580929,0.0
CUST_00232,4,322.19,8,168,80.5475,97.71408440786142,224.8,10.07,1.2131237395060235,53.333333333333336,62.3,259.89,0.025,4,-1.428284835315558,95.34
CUST_00233,2,155.85000000000002,109,139,77.92500000000001,12.339013331705262,86.65,69.2,0.1583447331627239,30.0,0.0,155.85000000000002,0.06666666666666667,2,-5.0,59.55
CUST_00234,7,1181.59,28,233,168.79857142857142,98.51001208482506,332.42,34.67,0.5835950580097796,34.166666666666664,249.28,932.31,0.03414634146341464,6,-1.31908567578265,1125.81
CUST_00235,2,6.92,97,168,3.46,2.1354624791833734,4.97,1.95,0.6171856876252524,71.0,0.0,6.92,0.028169014084507043,2,-5.0,0.0
CUST_00236,2,369.49,136,138,184.745,31.529891373108168,207.04,162.45,0.17066708908554043,2.0,0.0,369.49,1.0,1,-5.0,0.0
CUST_00237,22,3146.63,8,352,143.02863636363637,97.65543791922089,418.75,28.56,0.6827684329656997,16.38095238095238,778.57,2368.06,0.06395348837209303,10,-1.1123665676641354,1261.19
CUST_00239,23,3283.2599999999998,8,355,142.7504347826087,108.32706857552274,466.17,9.74,0.7588563127004938,15.772727272727273,735.94,2547.32,0.06628242074927954,11,-1.2416475451903597,1521.95
CUST_00240,4,197.51999999999998,37,354,49.379999999999995,30.15035102062108,84.82,23.55,0.6105781899680252,105.66666666666667,109.92999999999999,87.59,0.012618296529968454,2,0.22717464330906503,0.0
CUST_00241,1,10.69,274,274,10.69,0.0,10.69,10.69,0.0,365.0,0.0,10.69,1.0,1,-5.0,0.0
CUST_00244,9,1277.53,34,337,141.9477777777778,81.56398742364455,260.99,44.94,0.5746055958081617,37.875,385.56,891.97,0.0297029702970297,5,-0.8387342042982977,62.25
CUST_00246,4,500.71,8,350,125.1775,36.867297500630556,165.82,90.98,0.2945201613758907,114.0,403.61,97.1,0.011695906432748537,3,1.4246998689102601,364.14
